TIMESTAMP,PLY19268_OPEN_PRICE_USD,PLY19268_HIGH_PRICE_USD,PLY19268_LOW_PRICE_USD,PLY19268_CLOSE_PRICE_USD,PLY19268_VOLUME_USD,PLY19268_DIVIDENDS_USD,PLY19268_STOCK_SPLITS_USD
2025-02-04 00:00:00+00:00,3.600000127335079e-05,4.099999932805076e-05,3.600000127335079e-05,3.9999998989515007e-05,0,0.0,0.0
2025-02-05 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-06 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-02-07 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-02-08 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-02-09 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-02-10 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-02-11 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-02-12 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-02-13 00:00:00+00:00,3.600000127335079e-05,3.899999865097925e-05,3.600000127335079e-05,3.899999865097925e-05,1,0.0,0.0
2025-02-14 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-15 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-16 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-17 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-18 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-19 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-20 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-21 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-22 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-23 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-24 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-25 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-02-26 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-02-27 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-02-28 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.099999958067201e-05,3.400000059627928e-05,1,0.0,0.0
2025-03-01 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-02 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-03 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-04 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-05 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-06 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-07 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-08 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.400000059627928e-05,3.5000000934815034e-05,0,0.0,0.0
2025-03-09 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-03-10 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-03-11 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-03-12 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.5999999706982635e-05,2.8000000384054147e-05,0,0.0,0.0
2025-03-13 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,2.8000000384054147e-05,2.9000000722589903e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,0,0.0,0.0
2025-03-15 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,0,0.0,0.0
2025-03-16 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,0,0.0,0.0
2025-03-17 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,0,0.0,0.0
2025-03-18 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,0,0.0,0.0
2025-03-19 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,0,0.0,0.0
2025-03-20 00:00:00+00:00,2.9000000722589903e-05,7.999999797903001e-05,2.9000000722589903e-05,7.599999662488699e-05,0,0.0,0.0
2025-03-21 00:00:00+00:00,7.599999662488699e-05,7.699999696342275e-05,7.200000254670158e-05,7.300000288523734e-05,0,0.0,0.0
2025-03-22 00:00:00+00:00,7.300000288523734e-05,7.599999662488699e-05,7.200000254670158e-05,7.500000356230885e-05,0,0.0,0.0
2025-03-23 00:00:00+00:00,7.500000356230885e-05,7.599999662488699e-05,7.200000254670158e-05,7.200000254670158e-05,0,0.0,0.0
2025-03-24 00:00:00+00:00,7.200000254670158e-05,7.200000254670158e-05,7.100000220816582e-05,7.200000254670158e-05,0,0.0,0.0
2025-03-25 00:00:00+00:00,7.200000254670158e-05,8.800000068731606e-05,6.800000119255856e-05,6.900000153109431e-05,0,0.0,0.0
2025-03-26 00:00:00+00:00,6.900000153109431e-05,7.899999764049426e-05,6.800000119255856e-05,6.800000119255856e-05,0,0.0,0.0
2025-03-27 00:00:00+00:00,6.800000119255856e-05,7.100000220816582e-05,6.70000008540228e-05,7.000000186963007e-05,0,0.0,0.0
2025-03-28 00:00:00+00:00,7.000000186963007e-05,7.100000220816582e-05,6.800000119255856e-05,7.100000220816582e-05,0,0.0,0.0
2025-03-29 00:00:00+00:00,7.100000220816582e-05,7.100000220816582e-05,6.600000051548705e-05,6.900000153109431e-05,0,0.0,0.0
2025-03-30 00:00:00+00:00,6.900000153109431e-05,6.900000153109431e-05,6.500000017695129e-05,6.600000051548705e-05,0,0.0,0.0
2025-03-31 00:00:00+00:00,6.600000051548705e-05,6.800000119255856e-05,6.199999916134402e-05,6.399999983841553e-05,0,0.0,0.0
2025-04-01 00:00:00+00:00,6.399999983841553e-05,6.900000153109431e-05,6.299999949987978e-05,6.800000119255856e-05,0,0.0,0.0
2025-04-02 00:00:00+00:00,6.800000119255856e-05,6.900000153109431e-05,6.299999949987978e-05,6.500000017695129e-05,0,0.0,0.0
2025-04-03 00:00:00+00:00,6.500000017695129e-05,6.800000119255856e-05,6.399999983841553e-05,6.399999983841553e-05,0,0.0,0.0
2025-04-04 00:00:00+00:00,6.399999983841553e-05,6.900000153109431e-05,6.399999983841553e-05,6.800000119255856e-05,0,0.0,0.0
2025-04-05 00:00:00+00:00,6.800000119255856e-05,6.900000153109431e-05,6.199999916134402e-05,6.500000017695129e-05,0,0.0,0.0
2025-04-06 00:00:00+00:00,6.500000017695129e-05,6.800000119255856e-05,5.999999848427251e-05,6.70000008540228e-05,0,0.0,0.0
2025-04-07 00:00:00+00:00,6.70000008540228e-05,6.800000119255856e-05,6.199999916134402e-05,6.399999983841553e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,6.399999983841553e-05,6.800000119255856e-05,6.199999916134402e-05,6.800000119255856e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,6.800000119255856e-05,6.900000153109431e-05,6.199999916134402e-05,6.70000008540228e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,6.70000008540228e-05,6.800000119255856e-05,6.199999916134402e-05,6.199999916134402e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,6.199999916134402e-05,6.800000119255856e-05,6.199999916134402e-05,6.500000017695129e-05,0,0.0,0.0
2025-04-12 00:00:00+00:00,6.500000017695129e-05,6.800000119255856e-05,5.999999848427251e-05,6.199999916134402e-05,0,0.0,0.0
2025-04-13 00:00:00+00:00,6.199999916134402e-05,6.800000119255856e-05,5.999999848427251e-05,6.199999916134402e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,6.199999916134402e-05,6.800000119255856e-05,5.999999848427251e-05,6.500000017695129e-05,0,0.0,0.0
2025-04-15 00:00:00+00:00,6.500000017695129e-05,6.600000051548705e-05,5.900000178371556e-05,6.399999983841553e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,6.399999983841553e-05,6.600000051548705e-05,5.900000178371556e-05,6.399999983841553e-05,0,0.0,0.0
2025-04-17 00:00:00+00:00,6.399999983841553e-05,6.500000017695129e-05,5.8000001445179805e-05,5.999999848427251e-05,0,0.0,0.0
2025-04-18 00:00:00+00:00,5.999999848427251e-05,6.199999916134402e-05,5.900000178371556e-05,5.999999848427251e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,5.999999848427251e-05,6.0999998822808266e-05,5.6000000768108293e-05,5.900000178371556e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.700000110664405e-05,5.700000110664405e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,5.700000110664405e-05,5.900000178371556e-05,5.6000000768108293e-05,5.8000001445179805e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,5.500000042957254e-05,5.700000110664405e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,5.700000110664405e-05,5.900000178371556e-05,5.400000009103678e-05,5.900000178371556e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.500000042957254e-05,5.500000042957254e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,5.500000042957254e-05,5.900000178371556e-05,5.199999941396527e-05,5.6000000768108293e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,5.6000000768108293e-05,5.900000178371556e-05,5.500000042957254e-05,5.8000001445179805e-05,0,0.0,0.0
2025-04-27 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,5.400000009103678e-05,5.500000042957254e-05,0,0.0,0.0
2025-04-28 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,5.400000009103678e-05,5.6000000768108293e-05,0,0.0,0.0
2025-04-29 00:00:00+00:00,5.6000000768108293e-05,5.700000110664405e-05,5.2999999752501026e-05,5.6000000768108293e-05,0,0.0,0.0
2025-04-30 00:00:00+00:00,5.6000000768108293e-05,5.700000110664405e-05,5.2999999752501026e-05,5.700000110664405e-05,0,0.0,0.0
2025-05-01 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,5.199999941396527e-05,5.700000110664405e-05,0,0.0,0.0
2025-05-02 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,5.199999941396527e-05,5.6000000768108293e-05,0,0.0,0.0
2025-05-03 00:00:00+00:00,5.6000000768108293e-05,5.700000110664405e-05,5.199999941396527e-05,5.500000042957254e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,5.199999941396527e-05,5.400000009103678e-05,0,0.0,0.0
2025-05-05 00:00:00+00:00,5.400000009103678e-05,5.700000110664405e-05,5.0999999075429514e-05,5.2999999752501026e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,5.2999999752501026e-05,5.700000110664405e-05,5.199999941396527e-05,5.6000000768108293e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.2999999752501026e-05,5.2999999752501026e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,5.2999999752501026e-05,5.700000110664405e-05,5.2999999752501026e-05,5.2999999752501026e-05,0,0.0,0.0
2025-05-09 00:00:00+00:00,5.2999999752501026e-05,5.700000110664405e-05,5.0999999075429514e-05,5.6000000768108293e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.199999941396527e-05,5.6000000768108293e-05,0,0.0,0.0
2025-05-11 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.199999941396527e-05,5.199999941396527e-05,0,0.0,0.0
2025-05-12 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,4.8999998398358e-05,4.999999873689376e-05,0,0.0,0.0
2025-05-13 00:00:00+00:00,4.999999873689376e-05,5.199999941396527e-05,4.999999873689376e-05,5.199999941396527e-05,0,0.0,0.0
2025-05-14 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,4.8999998398358e-05,5.199999941396527e-05,0,0.0,0.0
2025-05-15 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,4.8999998398358e-05,5.199999941396527e-05,0,0.0,0.0
2025-05-16 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,4.8999998398358e-05,5.0999999075429514e-05,0,0.0,0.0
2025-05-17 00:00:00+00:00,5.0999999075429514e-05,5.2999999752501026e-05,4.8999998398358e-05,5.2999999752501026e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,4.8999998398358e-05,4.8999998398358e-05,0,0.0,0.0
2025-05-19 00:00:00+00:00,4.8999998398358e-05,4.999999873689376e-05,4.8000001697801054e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-21 00:00:00+00:00,4.8000001697801054e-05,4.999999873689376e-05,4.8000001697801054e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-22 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-23 00:00:00+00:00,4.8000001697801054e-05,4.999999873689376e-05,4.70000013592653e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-24 00:00:00+00:00,4.8000001697801054e-05,5.0999999075429514e-05,4.600000102072954e-05,4.999999873689376e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,4.999999873689376e-05,5.0999999075429514e-05,4.600000102072954e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-26 00:00:00+00:00,4.8000001697801054e-05,5.0999999075429514e-05,4.600000102072954e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-27 00:00:00+00:00,4.8000001697801054e-05,5.0999999075429514e-05,4.600000102072954e-05,5.0999999075429514e-05,0,0.0,0.0
2025-05-28 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.70000013592653e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-29 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.70000013592653e-05,4.70000013592653e-05,0,0.0,0.0
2025-05-30 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.600000102072954e-05,4.600000102072954e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,4.600000102072954e-05,4.600000102072954e-05,0,0.0,0.0
2025-06-01 00:00:00+00:00,4.601788896252401e-05,4.603028355631977e-05,4.60027513327077e-05,4.601457840180956e-05,0,0.0,0.0
